alter_event_stmt	ALTER   DEFINER   =   'abc'  ( )  EVENT   v0   RENAME   TO   v0  .  v0   DISABLE   ON   SLAVE   COMMENT   'abc'   DO   ITERATE   GLOBAL
alter_event_stmt	ALTER   EVENT   v0  .  v0   ON   COMPLETION   NOT   PRESERVE   ENABLE   COMMENT   'abc'   DO   CASE   NULL   NOT   IN  (  TRUE  ,  TRUE  )  IS   TRUE   WHEN   TRUE   THEN   LOOP   LEAVE   EVENT  ;  END   LOOP  ;  END   CASE
alter_event_stmt	ALTER   DEFINER   =  LEX_HOSTNAME  EVENT   v0  .  v0   ON   SCHEDULE   EVERY   NULL   NOT   REGEXP   v0  .  v0   IS   NOT   UNKNOWN   HOUR_SECOND   RENAME   TO   v0  .  v0   COMMENT   'abc'
alter_event_stmt	ALTER   EVENT   v0  .  v0   ON   COMPLETION   PRESERVE   ENABLE
alter_event_stmt	ALTER   EVENT   v0  .  v0   ON   SCHEDULE   EVERY   USER  ( )  NOT   IN  (  TRUE  )  IS   TRUE   MINUTE_MICROSECOND   DISABLE   COMMENT   'abc'   DO   IF   FALSE   NOT   IN  (  TRUE  )  IS   UNKNOWN   THEN   LOOP   SHOW   CREATE   VIEW   v0  ;  END   LOOP  ;  END   IF
alter_event_stmt	ALTER   DEFINER   =   'abc'   EVENT   v0  .  v0   ON   COMPLETION   PRESERVE   ENABLE   DO   LEAVE  IDENT_QUOTED
alter_event_stmt	ALTER   DEFINER   =   'abc'  @  v0   EVENT   v0  .  v0   ON   SCHEDULE   AT   ROW_COUNT  ( )  NOT   IN  (  TRUE  )  IS   TRUE   ON   COMPLETION   NOT   PRESERVE   RENAME   TO   v0   ENABLE
alter_event_stmt	ALTER   DEFINER   =   'abc'  ( )  EVENT   v0   ON   SCHEDULE   EVERY   DEFAULT  (  v0  .  v0  )  IN  (  TRUE  ,  TRUE  )  IS   FALSE   HOUR_SECOND   ON   COMPLETION   NOT   PRESERVE   RENAME   TO   v0   ENABLE
alter_event_stmt	ALTER   EVENT   v0  .  v0   ON   SCHEDULE   AT   v0  JSON_UNQUOTED_SEPARATOR  'abc'   NOT   IN   (select 'abc')   IS   TRUE   ON   COMPLETION   NOT   PRESERVE   RENAME   TO   v0   DISABLE   COMMENT   'abc'   DO  IDENT_QUOTED :  BEGIN   DECLARE   EXIT   HANDLER   FOR   SQLWARNING  IDENT_QUOTED :  BEGIN   END  ;  END
alter_event_stmt	ALTER   DEFINER   =   'abc'   EVENT   v0   ON   COMPLETION   NOT   PRESERVE
alter_event_stmt	ALTER   DEFINER   =   'abc'  ( )  EVENT   v0   ON   COMPLETION   PRESERVE   RENAME   TO   v0   COMMENT   'abc'   DO   SHOW   FULL   TRIGGERS   LIKE   'abc'
alter_event_stmt	ALTER   DEFINER   =   'abc'   EVENT   v0  .  v0   ON   COMPLETION   PRESERVE   RENAME   TO   v0  .  v0   DISABLE   ON   SLAVE   COMMENT   'abc'   DO   CASE   NTILE  ( @ LEX_HOSTNAME )  OVER  ( )  NOT   LIKE   v0   ESCAPE   VALUES  (  v0  .  v0  .  v0  )  IS   FALSE   WHEN   TRUE   THEN   ALTER   DEFINER   =   'abc'  ( )  EVENT   v0  .  v0  ;  END   CASE
alter_event_stmt	ALTER   EVENT   v0   ON   SCHEDULE   AT   DATABASE  ( )  NOT   REGEXP  PARAM_MARKER  RENAME   TO   v0  .  v0   ENABLE
alter_event_stmt	ALTER   EVENT   v0  .  v0   ON   SCHEDULE   EVERY   ROW_COUNT  ( )  IN  (  TRUE  )  IS   NOT   FALSE   HOUR_MICROSECOND   DO   PERSIST  :  LOOP   OPEN   v0  ;  END   LOOP
alter_event_stmt	ALTER   DEFINER   =  LEX_HOSTNAME  EVENT   v0  .  v0   ON   COMPLETION   NOT   PRESERVE   COMMENT   'abc'
alter_event_stmt	ALTER   EVENT   v0   ON   SCHEDULE   AT   RANK  ( )  OVER   v0   LIKE   DEFAULT  (  v0  )  ESCAPE   NULL   IS   NOT   UNKNOWN   DISABLE   ON   SLAVE   COMMENT   'abc'
